"id","name","url","under","under_id"
"226","Бахчисарайська міська рада","http://atu.minregion.gov.ua/ua/ustriy_page/226","Бахчисарайський район","188"
"1212","Куйбишевська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1212","Бахчисарайський район","188"
"1213","Поштівська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1213","Бахчисарайський район","188"
"1960","Ароматненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1960","Бахчисарайський район","188"
"1961","Верхоріченська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1961","Бахчисарайський район","188"
"1962","Вілінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1962","Бахчисарайський район","188"
"1963","Голубинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1963","Бахчисарайський район","188"
"1964","Долинненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1964","Бахчисарайський район","188"
"1965","Залізничненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1965","Бахчисарайський район","188"
"1967","Зеленівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1967","Бахчисарайський район","188"
"1968","Каштанівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1968","Бахчисарайський район","188"
"1969","Красномацька сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1969","Бахчисарайський район","188"
"1970","Піщанівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1970","Бахчисарайський район","188"
"1957","Плодівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1957","Бахчисарайський район","188"
"1972","Скалистівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1972","Бахчисарайський район","188"
"1973","Табачненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1973","Бахчисарайський район","188"
"1974","Тінистівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1974","Бахчисарайський район","188"
"1975","Углівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1975","Бахчисарайський район","188"
"230","Білогірська міська рада","http://atu.minregion.gov.ua/ua/ustriy_page/230","Білогірський район","191"
"1215","Зуйська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1215","Білогірський район","191"
"1976","Ароматнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1976","Білогірський район","191"
"1978","Багатівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1978","Білогірський район","191"
"1979","Василівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1979","Білогірський район","191"
"1980","Вишенська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1980","Білогірський район","191"
"1981","Зеленогірська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1981","Білогірський район","191"
"1983","Земляничненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1983","Білогірський район","191"
"1984","Зибинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1984","Білогірський район","191"
"1986","Кримськорозівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1986","Білогірський район","191"
"1985","Криничненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1985","Білогірський район","191"
"1987","Курська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1987","Білогірський район","191"
"1988","Мельнична сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1988","Білогірський район","191"
"1966","Мічурінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1966","Білогірський район","191"
"1971","Муромська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1971","Білогірський район","191"
"1989","Новожилівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1989","Білогірський район","191"
"1990","Русаківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1990","Білогірський район","191"
"1991","Цвіточненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1991","Білогірський район","191"
"1992","Чорнопільська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1992","Білогірський район","191"
"1216","Азовська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1216","Джанкойський район","192"
"1217","Вільненська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1217","Джанкойський район","192"
"1995","Єрмаківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1995","Джанкойський район","192"
"1993","Завіто-Ленінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1993","Джанкойський район","192"
"1998","Зарічненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1998","Джанкойський район","192"
"1999","Ізумруднівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1999","Джанкойський район","192"
"2000","Кіндратівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2000","Джанкойський район","192"
"2001","Кримківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2001","Джанкойський район","192"
"2002","Лобанівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2002","Джанкойський район","192"
"1996","Луганська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1996","Джанкойський район","192"
"1977","Майська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1977","Джанкойський район","192"
"1982","Маслівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1982","Джанкойський район","192"
"2003","Медведівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2003","Джанкойський район","192"
"2004","Мирнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2004","Джанкойський район","192"
"2005","Новокримська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2005","Джанкойський район","192"
"1994","Пахарівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1994","Джанкойський район","192"
"172","Побєдненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/172","Джанкойський район","192"
"2006","Просторненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2006","Джанкойський район","192"
"2007","Розкішненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2007","Джанкойський район","192"
"2008","Рощинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2008","Джанкойський район","192"
"2009","Світлівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2009","Джанкойський район","192"
"2011","Стальненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2011","Джанкойський район","192"
"2012","Табачненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2012","Джанкойський район","192"
"2013","Цілинна сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2013","Джанкойський район","192"
"2015","Чайкинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2015","Джанкойський район","192"
"2016","Ярківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2016","Джанкойський район","192"
"243","Яркополенська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/243","Джанкойський район","192"
"245","Яснополянська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/245","Джанкойський район","192"
"275","Щолкінська міська рада","http://atu.minregion.gov.ua/ua/ustriy_page/275","Єдикуйський район","197"
"1222","Багерівська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1222","Єдикуйський район","197"
"1221","Ленінська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1221","Єдикуйський район","197"
"2043","Батальненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2043","Єдикуйський район","197"
"2044","Бєлінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2044","Єдикуйський район","197"
"2045","Виноградненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2045","Єдикуйський район","197"
"2056","Войковська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2056","Єдикуйський район","197"
"2057","Глазівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2057","Єдикуйський район","197"
"2058","Горностаївська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2058","Єдикуйський район","197"
"2059","Завітненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2059","Єдикуйський район","197"
"2060","Іллічівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2060","Єдикуйський район","197"
"2062","Калинівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2062","Єдикуйський район","197"
"2063","Кіровська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2063","Єдикуйський район","197"
"2064","Красногірська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2064","Єдикуйський район","197"
"2065","Ленінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2065","Єдикуйський район","197"
"2066","Лугівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2066","Єдикуйський район","197"
"2069","Мар'ївська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2069","Єдикуйський район","197"
"2067","Марфівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2067","Єдикуйський район","197"
"2070","Мисівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2070","Єдикуйський район","197"
"2071","Новомиколаївська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2071","Єдикуйський район","197"
"2072","Октябрська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2072","Єдикуйський район","197"
"2054","Останінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2054","Єдикуйський район","197"
"2073","Приозернівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2073","Єдикуйський район","197"
"2074","Семисотська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2074","Єдикуйський район","197"
"2075","Уварівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2075","Єдикуйський район","197"
"2077","Челядінівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2077","Єдикуйський район","197"
"2078","Чистопільська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2078","Єдикуйський район","197"
"231","Старокримська міська рада","http://atu.minregion.gov.ua/ua/ustriy_page/231","Іслямтерецький район","194"
"1218","Кіровська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1218","Іслямтерецький район","194"
"276","Абрикосівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/276","Іслямтерецький район","194"
"291","Владиславівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/291","Іслямтерецький район","194"
"2014","Журавська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2014","Іслямтерецький район","194"
"1935","Золотополенська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1935","Іслямтерецький район","194"
"2010","Льговська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2010","Іслямтерецький район","194"
"181","Партизанська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/181","Іслямтерецький район","194"
"2017","Первомайська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2017","Іслямтерецький район","194"
"2018","Привітненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2018","Іслямтерецький район","194"
"2019","Синицинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2019","Іслямтерецький район","194"
"2020","Токарєвська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2020","Іслямтерецький район","194"
"1943","Яркополенська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1943","Іслямтерецький район","194"
"1239","Совєтська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1239","Ічкінський район","203"
"2268","Дмитрівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2268","Ічкінський район","203"
"2269","Завітненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2269","Ічкінський район","203"
"2270","Іллічівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2270","Ічкінський район","203"
"2220","Красногвардійська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2220","Ічкінський район","203"
"2259","Краснофлотська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2259","Ічкінський район","203"
"2272","Некрасовська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2272","Ічкінський район","203"
"2273","Прудівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2273","Ічкінський район","203"
"2274","Пушкінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2274","Ічкінський район","203"
"2282","Урожайнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2282","Ічкінський район","203"
"2283","Чапаєвська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2283","Ічкінський район","203"
"2264","Чорноземненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2264","Ічкінський район","203"
"1219","Красногвардійська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1219","Курманський район","196"
"1220","Октябрська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1220","Курманський район","196"
"2022","Амурська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2022","Курманський район","196"
"2023","Восходненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2023","Курманський район","196"
"2024","Зернівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2024","Курманський район","196"
"2025","Калінінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2025","Курманський район","196"
"2026","Клепинінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2026","Курманський район","196"
"2027","Колодязянська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2027","Курманський район","196"
"2028","Котельниківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2028","Курманський район","196"
"2029","Краснознам'янська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2029","Курманський район","196"
"201","Ленінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/201","Курманський район","196"
"877","Мар'янівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/877","Курманський район","196"
"896","Найдьонівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/896","Курманський район","196"
"2030","Новопокровська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2030","Курманський район","196"
"1776","Олександрівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1776","Курманський район","196"
"2032","Петрівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2032","Курманський район","196"
"2033","Полтавська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2033","Курманський район","196"
"2034","П'ятихатська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2034","Курманський район","196"
"2035","Рівнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2035","Курманський район","196"
"2036","Янтарненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2036","Курманський район","196"
"982","Нижньогірська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/982","Нижньогірський район","198"
"2080","Дрофинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2080","Нижньогірський район","198"
"2082","Желябовська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2082","Нижньогірський район","198"
"2083","Жемчужинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2083","Нижньогірський район","198"
"2084","Зоркінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2084","Нижньогірський район","198"
"2061","Іванівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2061","Нижньогірський район","198"
"2086","Ізобільненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2086","Нижньогірський район","198"
"2068","Кісточківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2068","Нижньогірський район","198"
"2076","Листвинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2076","Нижньогірський район","198"
"2046","Митрофанівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2046","Нижньогірський район","198"
"2052","Михайлівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2052","Нижньогірський район","198"
"2047","Новогригорівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2047","Нижньогірський район","198"
"2081","Омелянівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2081","Нижньогірський район","198"
"2031","Охотська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2031","Нижньогірський район","198"
"2097","Пшеничненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2097","Нижньогірський район","198"
"2087","Садова сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2087","Нижньогірський район","198"
"2088","Уварівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2088","Нижньогірський район","198"
"2089","Чкаловська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2089","Нижньогірський район","198"
"2079","Якимівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2079","Нижньогірський район","198"
"1005","Первомайська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1005","Первомайський район","199"
"2091","Абрикосівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2091","Первомайський район","199"
"2092","Войковська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2092","Первомайський район","199"
"2093","Гвардійська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2093","Первомайський район","199"
"2098","Гришинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2098","Первомайський район","199"
"26","Калінінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/26","Первомайський район","199"
"28","Кормівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/28","Первомайський район","199"
"38","Крестянівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/38","Первомайський район","199"
"39","Октябрська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/39","Первомайський район","199"
"2090","Олексіївська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2090","Первомайський район","199"
"67","Островська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/67","Первомайський район","199"
"68","Правдівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/68","Первомайський район","199"
"307","Сарибашівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/307","Первомайський район","199"
"2094","Стахановська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2094","Первомайський район","199"
"2095","Степнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2095","Первомайський район","199"
"2096","Сусанінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2096","Первомайський район","199"
"952","Черновська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/952","Первомайський район","199"
"2038","Братська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2038","Перекопський район","739"
"2039","Вишнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2039","Перекопський район","739"
"2041","Воїнська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2041","Перекопський район","739"
"2042","Іллінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2042","Перекопський район","739"
"2048","Ішунська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2048","Перекопський район","739"
"2049","Красноармійська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2049","Перекопський район","739"
"2050","Магазинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2050","Перекопський район","739"
"2051","Новопавлівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2051","Перекопський район","739"
"1108","Орлівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1108","Перекопський район","739"
"1382","Почетненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1382","Перекопський район","739"
"2053","Філатівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2053","Перекопський район","739"
"1034","Новоселівська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1034","Роздольненський район","200"
"1024","Роздольненська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1024","Роздольненський район","200"
"971","Березівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/971","Роздольненський район","200"
"2099","Ботанічна сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2099","Роздольненський район","200"
"2100","Зиминська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2100","Роздольненський район","200"
"2101","Ковильнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2101","Роздольненський район","200"
"1794","Кукушкінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1794","Роздольненський район","200"
"2102","Руч'ївська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2102","Роздольненський район","200"
"2103","Серебрянська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2103","Роздольненський район","200"
"2104","Славнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2104","Роздольненський район","200"
"2105","Слов'янська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2105","Роздольненський район","200"
"2116","Чернишівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2116","Роздольненський район","200"
"1046","Новофедорівська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1046","Сакський район","202"
"2117","Вересаєвська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2117","Сакський район","202"
"2106","Веселівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2106","Сакський район","202"
"2107","Виноградівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2107","Сакський район","202"
"2108","Воробйовська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2108","Сакський район","202"
"2109","Геройська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2109","Сакський район","202"
"2110","Добрушинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2110","Сакський район","202"
"2111","Зернівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2111","Сакський район","202"
"2112","Іванівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2112","Сакський район","202"
"2113","Кольцовська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2113","Сакський район","202"
"2114","Крайненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2114","Сакський район","202"
"2118","Кримська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2118","Сакський район","202"
"2119","Ліснівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2119","Сакський район","202"
"2120","Митяївська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2120","Сакський район","202"
"2121","Молочненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2121","Сакський район","202"
"2122","Оріхівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2122","Сакський район","202"
"2123","Охотниківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2123","Сакський район","202"
"2124","Ромашкінська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2124","Сакський район","202"
"2125","Сизівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2125","Сакський район","202"
"2126","Стовпівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2126","Сакський район","202"
"2127","Суворовська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2127","Сакський район","202"
"2128","Уютненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2128","Сакський район","202"
"2129","Фрунзенська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2129","Сакський район","202"
"2247","Штормівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2247","Сакський район","202"
"899","Гвардійська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/899","Сімферопольський район","883"
"1238","Миколаївська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1238","Сімферопольський район","883"
"1167","Молодіжненська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1167","Сімферопольський район","883"
"2267","Шкільненська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/2267","Сімферопольський район","883"
"2250","Добрівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2250","Сімферопольський район","883"
"2251","Донська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2251","Сімферопольський район","883"
"2252","Журавлівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2252","Сімферопольський район","883"
"2253","Кольчугинська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2253","Сімферопольський район","883"
"2248","Мазанська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2248","Сімферопольський район","883"
"2249","Мирнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2249","Сімферопольський район","883"
"2254","Новоандріївська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2254","Сімферопольський район","883"
"70","Новоселівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/70","Сімферопольський район","883"
"169","Первомайська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/169","Сімферопольський район","883"
"2255","Перовська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2255","Сімферопольський район","883"
"2256","Пожарська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2256","Сімферопольський район","883"
"2257","Родниківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2257","Сімферопольський район","883"
"2258","Скворцівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2258","Сімферопольський район","883"
"2261","Трудівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2261","Сімферопольський район","883"
"2262","Укромнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2262","Сімферопольський район","883"
"2263","Урожайнівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2263","Сімферопольський район","883"
"2265","Чистенська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2265","Сімферопольський район","883"
"2266","Широківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2266","Сімферопольський район","883"
"1240","Чорноморська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1240","Чорноморський район","204"
"2276","Далеківська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2276","Чорноморський район","204"
"2277","Кіровська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2277","Чорноморський район","204"
"2278","Краснополянська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2278","Чорноморський район","204"
"2279","Красноярська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2279","Чорноморський район","204"
"171","Медведівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/171","Чорноморський район","204"
"2280","Міжводненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2280","Чорноморський район","204"
"24359","Новоіванівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/24359","Чорноморський район","204"
"2284","Новосільська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2284","Чорноморський район","204"
"2285","Окунівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2285","Чорноморський район","204"
"2288","Оленівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/2288","Чорноморський район","204"
"1194","Партенітська селищна рада","http://atu.minregion.gov.ua/ua/ustriy_page/1194","Алуштинська міська рада міста обласного значення","893"
"1942","Ізобільненська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1942","Алуштинська міська рада міста обласного значення","893"
"1944","Лучистівська сільська рада","http://atu.minregion.gov.ua/ua/ustriy_page/1944","Алуштинська міська рада міста обласного значення","893"
